event_description,location_description,location_accuracy,landslide_trigger,landslide_size,landslide_setting,landslide_category,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_population,rain,earthquake,downpour,snow,other,small_scale,medium_scale,large_scale,home_destroyed,mudslide,landslide
"Two Israeli contractors died in a mudslide as torrential rains throughout Israel caused damage and flooded roads. The men, Dalit al-Carmel residents, were working on a sewage line nearly two meters beneath the surface when the accident occurred on Sunday afternoon. Heavy rains on Saturday also caused damage and power outages throughout the country. Roads in Tel Aviv were flooded; some were closed to traffic.","Kibbutz Einat, near Petah Tikva",5km,downpour,medium,unknown,mudslide,2.0,0.0,nan,nan,nan,glc,1270.0,Israel,IL,39215.0,1,0,1,0,0,0,1,0,0,1,0
"Days of torrential rains have caused overflowing rivers and landslides, destroying 22 homes, and displacing more than 3,000 people; landslides have destroyed many coffee, banana and fruit plantations",Malacataya,50km,downpour,medium,unknown,landslide,9.0,0.0,nan,nan,nan,glc,826.0,Nicaragua,NI,5182.0,1,0,1,0,0,0,1,0,1,0,1
"man killed along road cut, many events in this area affecting people and livestock, occurred at 5:30 pm",Tamenglong,5km,continuous_rain,medium,unknown,mudslide,1.0,0.0,3 days of rain,nan,nan,glc,211.0,India,IN,223523.0,1,0,0,0,0,0,1,0,0,1,0
"Mungdaw: Floods and landslides triggered by incessant heavy rain killed 26 people, including children and destroyed many houses on Tuesday on the western Burma border, especially in Buthidaung and Maungdaw, said local and official sources.  ""In Maungdaw Township, a family of seven from Aut Pruma Village was killed in a landslide and two children in Ray Myat Taung Village were killed in floods. Eleven houses in U Shwe Kya Village were destroyed in a landslide. But I have not received word yet of other incidents in our township,"" a social worker in Maungdaw said.  Seventeen villagers in Buthidaung Township near Maungdaw were killed and many people are missing following a landslide in the area.  Arakan State, particularly northern Arakan, has received 12 inches of rain since Saturday, causing devastating landslides and flooding throughout the region, according to the Burmese meteorological department in Sittwe.Over 250 families in two wards in Maungdaw were shifted by local authorities ","Buthidaung, northern Arakan",25km,downpour,medium,unknown,landslide,17.0,0.0,nan,nan,nan,test,1990.0,Myanmar [Burma],MM,40557.0,1,0,1,0,0,0,1,0,0,0,1
"46 people were killed and four injured in a landslide triggered by heavy rains in Myanmar. State media reports said landslide triggered by heavy rain in Maungtaw township of Myanmar’s western Rakhine state. Houses and roads were destroyed after nearly 14 inches rain.  Some telephone cables were also disconnected. The landslides occurred in Rakhine state in an area bordering Bangladesh. The report said rescue work and evacuation of flood victims are underway. The heavy rain and strong wind, also swept the states four other townships, blew off roofs of many houses and fell some buildings, causing damage to bridges report added.","Maungtaw(Maungdaw) township, bordering Bangladesh, Rakhine state",10km,downpour,large,unknown,landslide,46.0,0.0,nan,nan,nan,test,1989.0,Myanmar [Burma],MM,40557.0,1,0,1,0,0,0,0,1,0,0,1
"Powerful landslides triggered by heavy rains killed at least 49 people, including six army personnel, on Tuesday in two southeastern districts of Cox’s Bazar and Bandarban.  In Cox’s Bazar, the mudslides occurred at different parts including the district town and Himchhari ECB camp, leaving 45 people dead.  Superintendent of Police Nibash Chandra Majhi said 31 people were killed in Teknaf, six in Ukhia, two in the district headquarters and six in the Himchhari army camp.  Of the army men buried under the mud, three bodies were recovered while search was going on for the rest, reports a correspondent from Cox’s Bazar.  Deputy Commissioner Md Gias Uddin Ahmed said they were urging people through loudhailers to evacuate the hilly areas. ",Cox's Bazar,5km,downpour,large,unknown,landslide,31.0,0.0,nan,nan,nan,glc,1974.0,Bangladesh,BD,40557.0,1,0,1,0,0,0,0,1,0,0,1
"Officials with the West Virginia Division of Highways said that Coffman Hill Road is marked as closed by the West Virginia Department of Transportation.  Officials with the WVDOT said the roadway is not blocked and that signs marking the closure may have been stolen.  In the wake of the tragic mudslide, the WVDOT is going through the process to get permission to remove several trees on private land along side the road.  They said the trees could pose a danger to cause further slides in the area.  The road is expected to be closed on Thursday morning, March 12 as crews work to remove the trees.",Coffman Hill Road in Ronceverte,5km,rain,small,above_road,mudslide,1.0,0.0,nan,http://wvns.images.worldnow.com/images/7033769_G.jpg,nan,glc,6850.0,United States,US,1747.0,1,0,0,0,0,0,0,0,0,1,0
"After plodding through the Valley and Whittier, drenching streets and spurring a slew of crashes, a strong, cold fall storm packed its clouds and started moving east Wednesday evening, leaving mostly blue skies by this afternoon.  Before it weakened, the two-day system triggered a mudslide precaution in Sierra Madre's hillside neighborhoods, broke a rainfall record at downtown Los Angeles, triggered a beach runoff warning, and even opened two large sinkholes in Anaheim as it trudged across Southern California. ","Anaheim, CA",5km,downpour,medium,unknown,other,1.0,0.0,nan,nan,nan,glc,2553.0,United States,US,336265.0,1,0,1,0,0,0,1,0,0,0,0
13 killed and vital highways blocked,"NW Colombia, Pereira",10km,rain,large,unknown,mudslide,13.0,0.0,nan,nan,nan,glc,77.0,Colombia,CO,440118.0,1,0,0,0,0,0,0,1,0,1,0
"Magelang Disaster Mitigation Agency (BPBD) emergency response division head Didik Wahyu Nugroho said the three victims had been identified as Suyud, 30, Muslih, 52, who suffered slight injuries, and Sokib, 50, who suffered a fractured leg from a falling wooden beam.",Candisari elementary school in Magelang,1km,downpour,small,unknown,landslide,0.0,3.0,nan,nan,nan,glc,6715.0,Indonesia,ID,111461.0,1,0,1,0,0,0,0,0,0,0,1
At least seven people have been killed after a rain-soaked hillside collapsed on a neighborhood on the outskirts of Guatemala’s capital. Authorities have launched a huge search and rescue operation.  As many as 25 people have been injured and at least 68 homes damaged. (an updated number of fatalities has been added. Source: https://www.theguardian.com/world/2015/oct/08/guatemala-landslide-death-toll-tops-220-another-350-missing ),Guatamala,5km,downpour,large,unknown,landslide,253.0,374.0,nan,https://pbs.twimg.com/media/CQVe1nGWcAABZhR.jpg,nan,glc,8473.0,Guatemala,GT,994938.0,1,0,1,0,0,0,0,1,1,0,1
"Eleven people died following a mudslide in two villages in Pokot Central District. At Annet village in Chesegon division, a family celebration turned tragic after eight members were buried alive while 15 others were injured. Another family also lost three members at Ptirap village following another mudslide. Both incidents occurred on Friday night.","Pitrap, Pokot Central District",50km,downpour,medium,unknown,mudslide,11.0,0.0,nan,nan,nan,glc,882.0,Kenya,KE,1073.0,1,0,1,0,0,0,1,0,0,1,0
"two trucks, which were hit by a massive landslide on the mountainous road at around 9 a.m","Kishtwar-Chatroo road, Kishtwar region of Jammu and Kashmir",25km,unknown,medium,unknown,complex,12.0,0.0,nan,nan,nan,glc,516.0,India,IN,17748.0,0,0,0,0,0,0,1,0,0,0,0
closest to predicted location of San Jose (54.68 km),Guatemala City,5km,rain,medium,unknown,mudslide,5.0,0.0,nan,nan,nan,glc,165.0,Guatemala,GT,47247.0,1,0,0,0,0,0,1,0,0,1,0
"Google translate:  Found the body of the former mayor of Freiburg, in the mountainous region of Rio  Helicópteros chegam para reforçar as buscas em áreas isoladas Helicopters arrive to reinforce the searches in isolated areas  Só cinco dias depois da tragédia as equipes de resgate conseguiram encontrar o corpo de Paulo Azevedo, que estava em seu sítio, em Campo do Coelho. Only five days after the disaster rescue teams managed to find the body of Paul Azevedo, who was on his farm in Cole Field. ","Campo do Coelho, Sumidouro, Rio de Janeiro state",10km,downpour,medium,unknown,landslide,1.0,0.0,nan,nan,nan,glc,2980.0,Brazil,BR,153361.0,1,0,1,0,0,0,1,0,0,0,1
The family was killed in the early morning after a cliff collapsed on two houses in Cijeruk district near Bogor city. There was no rain or strong wind whatsoever. It happened all of a sudden early in the morning around 5.30 am (2230 GMT Thursday).,Cijeruk district near Bogor city,5km,unknown,medium,unknown,landslide,5.0,0.0,nan,nan,nan,glc,1052.0,Indonesia,ID,91845.0,0,0,0,0,0,0,1,0,0,0,1
"Twenty-three were killed including 20 missing, in a landslide in southern Philippines’ Bukidnon province, authorities said.  Three people identified as Sheryl Sadsad, 27, Segundina Lagunay, 68, and daughter Marites Lagunay, 40, were confirmed dead due to landslide in Lumbayao village at 8 Monday morning, Police Chief Canilo Fuentes of Bukidnon said in a radio interview.   Twenty others remained missing after a landslide buried a vehicle in Lumbayao village, Valencia City, Bukidnon at six Monday morning, Undersecretary Benito Ramos, executive director of the National Disaster Risk Reduction and Management Council (NDRRMC) said in a TV interview.   A rescue operation by volunteers and policemen has not yet recovered survivors because of bad weather, Ramos said. Meanwhile, 31 people, including one missing, three-month old Mark Louie Falomar, were killed due to landslides and flashfloods that affected five villages, four municipalities, and one city in Davao Oriental, Ramos said.   The fat","Lumbayao villages, Valencia City, Bukidnon",5km,continuous_rain,medium,above_road,landslide,5.0,3.0,nan,nan,nan,glc,3726.0,Philippines,PH,83591.0,1,0,0,0,0,0,1,0,0,0,1
"Panamanian President Ricardo Martinelli confirmed the deaths of eight people resulting from days of heavy rains, raising to 10 the number of fatalities from a storm that has forced authorities to temporarily close the Panama Canal.  A mudslide in the Caribbean coastal town of Portobelo killed eight people and left the community of 3,000 inhabitants cut off from the rest of the country, Martinelli told a press conference at the Emergency Operations Center in Panama City.","Portobelo, Colon",5km,downpour,medium,deforested_slope,mudslide,8.0,0.0,nan,http://www.panama-guide.com/images/articles/2010121315493585_1.jpg,nan,glc,2795.0,Panama,PA,1274.0,1,0,1,0,0,0,1,0,0,1,0
"Tropical storm “Helen” brought heavy rains to provinces in northern Luzon on Wednesday, triggering floods and landslides. In Baguio City, two miners were killed in a landslide that hit Mt. Emerald in Kias. "," Mt. Emerald, Kias, Baguio City (Tropical Storm Kai-Tak )",1km,downpour,medium,unknown,landslide,2.0,0.0,nan,nan,nan,glc,4477.0,Philippines,PH,28407.0,1,0,1,0,0,0,1,0,0,0,1
"At Thadiyambadu near Painavu, two sisters, Josma (16) and Josmy (13), died when mud slipped from a hillock onto their house early on Monday morning. The two were fast asleep in their room. They were students of St George High School, Vazhathope. Their parents, Joseph and Beena, escaped with minor injuries.","Thadiyambadu Near Painavu, Kerala",1km,monsoon,medium,unknown,landslide,2.0,2.0,nan,nan,nan,glc,5280.0,India,IN,11248.0,1,0,0,0,0,0,1,0,0,0,1
"At least eight people were killed Sunday after heavy rains caused a landslide in the area of the well-known Mawchi mine in Karenni State’s Hpasaung Township, according to local authorities.  Soe Moe Kyaw, assistant director of Bawlakhe District Office, told The Irrawaddy on Monday evening that eight people were killed and six others were admitted to Hpasaung hospital after the landslide that damaged or destroyed at least 30 homes.  Kyaw Htin Aung of the Union of Karenni State Youth (UKSY) claimed the death toll was even higher.  As of Monday morning UKSY members had recovered 10 bodies and located three more, Kyaw Htin Aung said, adding that around 500 people had sought safe ground at a local church and high school.  The affected houses were in Yadana Aung Myay and Lay Eain Su quarters, Kyaw Htin Aung said.  “Nobody wants to live in their houses now as they feel unsafe. Our group is distributing food for [those affected],” said Kyaw Htin Aung, adding that no rescue team or aid had arri","Mawchi, Myanmar (Burma)",1km,downpour,medium,urban,landslide,8.0,6.0,nan,http://www.irrawaddy.com/wp-content/uploads/2015/10/Mine-Collapse-Karenni-1.jpg,nan,glc,8714.0,Myanmar [Burma],MM,106945.0,1,0,1,0,0,0,1,0,1,0,1
"Floods and mudslides from heavy rains in northern Brazil have driven more than 186,000 from their homes and killed 19 people, officials said Tuesday. Globo's G1 Web site reported three more people died in a mudslide in Bahia state, but authorities did not immediately confirm the deaths.",Bahia state,unknown,rain,medium,unknown,mudslide,3.0,0.0,nan,nan,nan,glc,1020.0,Brazil,BR,48901.0,1,0,0,0,0,0,1,0,1,1,0
"Former SFI Idukki district president Joby John was killed and his mother was seriously injured when mounds of earth and rocks fell on their home following heavy rain at Vazhavara early on Wednesday, aid the police.   The incident occurred around 6am when Joby and his father Johnny, mother Chinnamma were sleeping in their home.   There was a landslide50 feet above their home on Wednesday. Joby and his mother were trapped underneath the rubble and his father managed to escape somehow. He alerted neighbours and they rescued his wife. She is recuperating at a private hospital in Kattappana.   They couldn't extricate Joby and finally the fire force rescued him and he died. His funeral was held at the St May's church after autopsy. Joby had served as the state committee member, DYFI district block president and was a member of the CPM local committee here.","Vazhavara, Idukki, Kerala, India",1km,downpour,medium,unknown,rock_fall,2.0,1.0,nan,nan,nan,glc,9141.0,India,IN,11248.0,1,0,1,0,0,0,1,0,1,0,0
"Jay Kumar Rai (26) was buried under his house at Phagutar near Mahanadi, 12km from Kurseong.","Phagutar near Mahanadi, 12km from Kurseong, Siliguri district, Darjeeling",5km,downpour,medium,unknown,landslide,1.0,0.0,nan,nan,nan,glc,1093.0,India,IN,46427.0,1,0,1,0,0,0,1,0,0,0,1
"A man and his one-year-old daughter are dead after their car was struck by a large boulder on Route 32, which joins San José with the Atlantic port of Limón, on Friday. The man's wife was transferred to the hospital with serious injuries.  According to transportation authorities, the accident occurred at Kilometer 26, which hasn’t been an area of concern until now. Officials have been monitoring Kilometer 27. The boulder broke loose from a spot on the hillside some 35 meters (115 feet) above the road, according to authorities. It was raining heavily in the area at the time. Family members of Hernan Bustamante, 24, told the local press that the couple and their daughter were headed for the rural village of Siquirres to spend the weekend.","Route 32, Kilometer 26, between San Jose and Limon",5km,downpour,medium,unknown,rock_fall,2.0,0.0,nan,nan,nan,glc,2598.0,Costa Rica,CR,1355.0,1,0,1,0,0,0,1,0,0,0,0
landslide took place in around 5 p.m. due to rains brought on by typhoon Nina. The landslide buried two houses located at the foot of the mountain.  ,"Barangay Surong Guisad, Baguio City",5km,tropical_cyclone,medium,unknown,landslide,2.0,0.0,Typhoon Nina,nan,nan,glc,806.0,Philippines,PH,272714.0,0,0,0,0,1,0,1,0,0,0,1
"NEARLY 3,000 villagers have been evacuated from their homes after heavy rains triggered landslides in mountainous Ecuador. Some remote areas were cut-off with 20 people killed and more than 160 homes destroyed. “Households have been destroyed and some roads have been temporarily blocked by landslides,” says Plan’s regional humanitarian coordinator, Raul Rodriguez.  One of the worst hit areas is the coastal province of Manabi, about 185 miles south west of the capital, Quito. Unclear date for event.",Manabi Province,unknown,downpour,large,unknown,landslide,20.0,0.0,nan,nan,nan,glc,4256.0,Ecuador,EC,44751.0,1,0,1,0,0,0,0,1,1,0,1
"According to witnesses Jamie Asa and Frank Warakai, the sinkhole formed about midday last Saturday at the Forex Camp and Saksak Compound, along the Sepik River.  “Sixteen houses went down as the earth opened up unexpectedly. ""Whilst this is being reported as a sinkhole, I am certain that this is a riverbank landslide.""",Ambunti,1km,unknown,medium,above_river,riverbank_collapse,0.0,2.0,nan,nan,nan,glc,7268.0,Papua New Guinea,PG,2073.0,0,0,0,0,0,0,1,0,0,0,0
"In Syangja district, landslides killed three personsÑthree-month-old Mina BK, Rita Bhattarai and Dil Bahadur SarkiÑin Sekham, Kuwakot and Chinnebas. A landslide in Chinnebas destroyed a school building and a suspension bridge.","Chinnebas, Syangja District",5km,downpour,large,unknown,landslide,1.0,0.0,nan,nan,nan,glc,5165.0,Nepal,NP,21867.0,1,0,1,0,0,0,0,1,0,0,1
"Indonesia’s Disaster Management Authority (BNPB) say that at least 15 people have died in a landslides triggered by heavy rain in North Sumatra province. Heavy rain has been falling over the last 2 days. Around 92mm was recorded in 24 hours between 15 and 16 May in Sibolga, North Sumatra province. The landslide occurred in the tourist area of Sibolangit, Deli Serdang regency of North Sumatra province during the afternoon of 15 May 2016. The landslide affected 78 people. One person was injured and a further four are still missing. The victims are thought to be university students who were visiting the a local tourist spot, the “two coloured waterfall” in Durin Sirugun village. A team of 300 people, made of of members from disaster management agencies and volunteers, continues to search the area for the missing.","Sibolangit, North Sumatra, Indonesia",5km,downpour,medium,unknown,landslide,15.0,1.0,nan,http://floodlist.com/wp-content/uploads/2016/05/Sibolangit-rescue.jpg,nan,glc,9341.0,Indonesia,ID,44765.0,1,0,1,0,0,0,1,0,0,0,1
"Two siblings -- Alif, 11, and his sister Mim, 8, children of Abdur Razzak -- were killed in their sleep after a landslide partially buried their house at Banorupa Para in Sadar upazila in the early hours yesterday, our Bandarban correspondent reports.  Their parents were also injured in the incident...A number of other houses were reportedly damaged in landslides in other parts of the district.","Banorupa Para in Sadar upazila, Bandarban",25km,monsoon,medium,unknown,landslide,2.0,2.0,nan,nan,nan,glc,7002.0,Bangladesh,BD,32523.0,1,0,0,0,0,0,1,0,0,0,1
"El sábado murieron soterrados dos menores en un deslizamiento que se registró en la aldea Majadas, del municipio de Tacaná, en el departamento de San Marcos.","Majadas, del municipio de Tacaná",10km,rain,medium,unknown,landslide,2.0,0.0,nan,nan,nan,glc,6669.0,Guatemala,GT,6438.0,1,0,0,0,0,0,1,0,0,0,1
"At least 25 people were killed and thousands displaced overnight as Typhoon Chan-hom raked the northern Philippines, officials said Friday. The typhoon blew out into the Philippine Sea off the northeast coast of Luzon island early Friday after unleashing landslides, floods, and power cuts across the north of the country. In the Cordillera mountain region northeast of Bolinao, a total of 12 villagers in four areas were crushed to death by large boulders that rolled down slopes in Kiangan and two other nearby towns on Thursday night, Olive Luces of the local civil defence office told AFP here.","Kiangan, Luzon island ",25km,tropical_cyclone,medium,unknown,complex,12.0,0.0,Typhoon Chan-hom,nan,nan,glc,1021.0,Philippines,PH,6819.0,0,0,0,0,1,0,1,0,0,0,0
"Also used: https://weather.com/news/weather/news/body-of-one-mississippi-miner-buried-in-landslide-recovered    The two men were operating heavy equipment for Green Brothers at a pit in Crystal Springs on Friday when they were completely buried in 10 to 12 feet of mud, slush and sluice. Louviere said mine employees have built a road so a crane can access the area and lift out the buried equipment. Family members have identified the missing as 24-year-old Emmitt Shorter and Dee Hemphill, reports WJTV. His body has been recovered. The status of the other man is unknown.","Harmony Mine and Mill, Crystal Springs, Mississippi, USA",10km,dam_embankment_collapse,medium,mine,mudslide,2.0,0.0,nan,https://dsx.weather.com//util/image/w/slide2_3.jpg?v=ap&w=980&h=551&api=7db9fe61-7414-47b5-9871-e17d87b8b6a0,nan,glc,9183.0,United States,US,5044.0,0,0,0,0,0,0,1,0,0,1,0
"Even vegetables are already hard to come by after the massive landslides along Kilometer 17 in Atok, Benguet, may take days to clear.","Kilometer 17 in Atok, Benguet,",10km,tropical_cyclone,medium,unknown,landslide,2.0,0.0,Tropical Depression Parma,nan,nan,glc,1239.0,Philippines,PH,2288.0,0,0,0,0,1,0,1,0,0,0,1
"Rains that have battered Brazil’s southern coast for the past week have forced some 8,000 people to seek housing at municipal shelters and left vast areas of that region without electricity and potable water, officials said Saturday.  …  A person who died after being buried by a rain-triggered mudslide is the lone fatality thus far in Parana, but authorities said the number could rise.  -----  Floods in southern and southeastern Brazil have forced about 31,000 people to leave their homes, authorities said Monday. Civil defense officials said more than 14,000 people have been driven from their homes in Santa Catarina State, about 10,000 in Parana State, and 6,000 in Espirito Santo. Parana officials said three people had died in landslides set off by the heavy rains that have inundated the region since Thursday. Landslide occurred sometime over the past week/",Parana state,unknown,downpour,medium,unknown,landslide,3.0,0.0,nan,nan,nan,glc,3185.0,Brazil,BR,18652.0,1,0,1,0,0,0,1,0,1,0,1
"One person has died and both road and railway links between Assam's North Cachar Hills district and the rest of the country has been completely cut-off following continuous heavy rainfall for the last two days, official sources said here today.  One person, identified as 45-year old Isak Indu, died last night when his house was washed away by mudslides in Haflong town.","Haflong, Assam",5km,downpour,medium,unknown,mudslide,1.0,0.0,nan,nan,nan,glc,2573.0,India,IN,39982.0,1,0,1,0,0,0,1,0,0,1,0
"“I ran as soon as I heard the landslide. There were about 30 people running behind me. When I reached the hill, I looked back and I didn’t see anyone. Estimates of the death toll exceed 50,” said miner Phoe Tin Lay.",between Khunkhar and Shansu village,50km,mining,large,mine,mudslide,50.0,0.0,nan,http://www.elevenmyanmar.com/images/stories/2015/mar/mar8-landslide1.jpg,nan,glc,6846.0,Myanmar [Burma],MM,90894.0,0,0,0,0,0,0,0,1,0,1,0
"Officials in Costa Rica worked Friday to mop up the damage after heavy rain and mud slides buried homes and killed at least 23 people in the Central American country, authorities said.  Crews have found at least 20 people who were buried alive Thursday after pounding rains sent mud rushing over at least five homes in San Antonio de Escazu, a suburb of the nation's capital, the Costa Rica National Commission for Emergencies said.  Several people were still reported missing there Friday, while three people were found dead in San Marcos de Tarrazu, a city in the central part of the country, said CNE.  ","Cerro Pico Blanco mountain, Las Lajas(?), San Antonio de Escazu, San Jose",5km,tropical_cyclone,large,unknown,complex,23.0,0.0,Tropical Storm Tomas,nan,nan,glc,2680.0,Costa Rica,CR,12071.0,0,0,0,0,1,0,0,1,1,0,0
In an unfortunate accident one Amit Lama was washed away by mudslide when he came out of his car to inspect the block point in the Hoj-Potin Highway. The district administration immediately pressed men and machines to recover the body. Till the filling of this report the body could not be recovered. However roads have opened for vehicle movement late in the evening.,"Hoj-Potin Highway, Arunachal Pradesh, India",5km,downpour,medium,above_road,mudslide,1.0,0.0,nan,nan,nan,glc,9010.0,India,IN,26912.0,1,0,1,0,0,0,1,0,0,1,0
"Ten people were killed and about 300,000 displaced in flash floods and landslides triggered by heavy rains in Arunachal Pradesh. Heavy rains triggered mudslides and flooding in at least three districts of Arunachal Pradesh, washing away bridges, huts and school buildings, besides devastating agriculture crops. ""The devastation caused by the floods and landslides had been extensive with eight people already killed in incidents of house collapse due to landslides, besides snapping road links in many areas."" The casualties were reported early on Saturday in Mosing village in Upper Siang district (of Arunachal Pradesh) bordering China, where several houses got buried under mounds of earth. ","Mosing village, Upper Siang district, Arunachal Pradesh",25km,downpour,medium,unknown,landslide,10.0,0.0,nan,nan,nan,glc,2539.0,India,IN,25581.0,1,0,1,0,0,0,1,0,0,0,1
"One person was killed and five sustained severe injuries when huge boulders fell on an SUV, following a landslide near the Adoshi tunnel in   Khandala Ghat, on the Pune-Mumbai Expressway in the wee hours of Monday. Senior inspector Marutrao Daphle of the Khopoli police station said that the victims had travelled to Pandharpur on Sunday to offer prayers to Vithhal. ""On their way back, More was driving the SUV and Lad was sitting beside him. At around 2.30am, huge boulders fell on the vehicle near the Adoshi tunnel,'' said Daphle. He added that Lonavla and Khandala had witnessed continuous showers for more than six hours on Sunday, which could explain the landslide. ","Adoshi tunnel,  Khandala Ghat, on Pune-Mumbai Expressway ",1km,continuous_rain,medium,unknown,rock_fall,1.0,0.0,nan,nan,nan,glc,1043.0,India,IN,58562.0,1,0,0,0,0,0,1,0,0,0,0
One man and about 500 sheep and 40 cows were caught up in a landslide,"Khone, in Khevsureti",1km,downpour,large,natural_slope,mudslide,1.0,0.0,nan,nan,nan,glc,7016.0,Georgia,GE,2922.0,1,0,1,0,0,0,0,1,0,1,0
"""On Monday, workers of Southern Engineering Works (SEW) Ltd, Chungthang (North Sikkim) were brought to Army Field Hospital with multiple injuries sustained after a landslide struck they were working in a light mechanical workshop near the project site. Heavy boulders fell over the shed, killing one of the workers instantly,"" Singha added. Among those brought in, Tersus Lakra (27) was suffering from hemorrhagic shock as a result of a traumatic amputation of right leg, a fractured left forearm, closed head injury and blunt trauma in the chest region. Another worker Gayan Singh (38) sustained fractures in his entire left leg. Several other workers sustained multiple laceration and abrasions. A surgical team and medical officers of the Army Field Hospital managed the casualties by timely resuscitation and surgery. The serious patients were transferred to a Gangtok hospital after hemodynamic stabilization.","Chungthang, Sikkim",50km,rain,medium,unknown,rock_fall,1.0,2.0,nan,nan,nan,glc,5485.0,India,IN,1464.0,1,0,0,0,0,0,1,0,0,0,0
"Landslides kill 2 girls, injure 3  Reema, 12, and Nandini, 6, were buried alive under the wall that collapsed at Antop Hill.  Monsoons have barely got a toehold in the city, and it is showering tragedies already. Two landslides in the different parts of the city claimed two lives and left three critically injured on Tuesday.  The landslide at Antop Hill led to the collapse of a compound wall that killed two girls and a left a 33 - year-old woman critically injured below her waist.  On Tuesday morning, residents of Kamraj Nagar slum at Sion-Koliwada were busy with their daily chores when they heard a sudden thud and then bloodcurdling screams for help which brought them out of their homes.  ""All we could see was debris of the wall and could hear feeble voices coming out from the heap of rubble,"" said Vinayak Sharma, a resident.","Kamraj Nagar slum at Sion-Koliwada, Antop Hill, Mumbai",5km,monsoon,medium,unknown,landslide,2.0,0.0,Collapsed retaining wall,nan,nan,glc,1958.0,India,IN,12691836.0,1,0,0,0,0,0,1,0,1,0,1
"A woman was killed by a landslide at Satpatre forest in Lelep VDC-7 on Friday noon. Nine persons who were collecting black cardamom at the site were injured, three critically.  The deceased has been identified as Lalita Limbu, 22. She died of her injuries on her way to a local health post.  The other injured have been brought to District Hospital. The three critically injured include Bishnu Maya Rai, Som Maya Sherpa, and Ful Maya Sherpa of Tapethok-9. ","Satpatre or Nautale jungle(?), Tapethok VDC or Lelep VDC, Taplejung district",25km,unknown,medium,unknown,landslide,1.0,0.0,nan,nan,nan,test,2572.0,Nepal,NP,1464.0,0,0,0,0,0,0,1,0,0,0,1
LS info,Mumbai,25km,rain,medium,unknown,landslide,2.0,0.0,nan,nan,nan,glc,99.0,India,IN,12691836.0,1,0,0,0,0,0,1,0,0,0,1
"The start of the rainy season has been marked by a tragedy in Freetown when five people were killed by a boulder in the densely populated part of Gray Bush in the west of Freetown. It followed a heavy downpour of rain on Sunday morning which rolled down the huge rock crushing people inside the house of adjoining rooms. People in the neighbourhood were in shock, and wailed as the fourth body was brought out of the rubble while the head of the fifth could be seen as efforts were still ongoing to bring it out in the poor residential neighbourhood.",Gray Bush in the west of Freetown,1km,rain,small,unknown,mudslide,5.0,0.0,nan,nan,nan,glc,6010.0,Sierra Leone,SL,802639.0,1,0,0,0,0,0,0,0,0,1,0
"At least eight miners have been killed after a landslide at a goldmine in eastern Guinea, family and security sources said on Saturday.",N.17 Mandiana,5km,construction,large,unknown,landslide,8.0,0.0,nan,nan,nan,glc,5972.0,Guinea,GN,10609.0,0,0,0,0,1,0,0,1,0,0,1
"(Location of landslide is estimated.) The two, Sombie Oumar and Hebie Moussa, died when they entered a gold mine at night in search of gold. Several of their colleagues, with whom they were at the site, tried to rescue them but in vain. Cote d’Ivoire continues to face the challenge of illegal gold mines that lead to deaths either through landslides or through ethnic clashes.","southern region of Diabykro, Ivory Coast",250km,mining,medium,mine,landslide,2.0,0.0,nan,nan,nan,glc,9101.0,Ivory Coast,CI,67349.0,0,0,0,0,0,0,1,0,0,0,1
"Officials from the Norwegian Public Roads Administration (NPRA/Statens vegvesen) report that up to 25 roads are closed in Hordaland, over 20 in Sogn and Fjordane, 10 are impassable in Rogaland. The driver of a road-clearing vehicle is missing, presumed dead, after he and his lorry were swept off the fylkesvei (main road) 42 into a 160-metre deep lake last night between Tonstad in Sirdal and Helleland near Egersund. ","fylkesvei (main road) 42, near Gyavatnet lake, between Tonstad in Sirdal and Helleland near Egersund",1km,rain,medium,unknown,complex,1.0,0.0,nan,nan,nan,glc,3036.0,Norway,NO,715.0,1,0,0,0,0,0,1,0,0,0,0
"Flooding and landslides have killed at least nine people and left thousands homeless, Sri Lanka's disaster management office said as heavy rains continued to lash parts of the island.Sri Lanka's Disaster Management Centre said eight people had died in Matale and one is Kandy in central Sri Lanka and another person was missing.Roads from Laggala to Wilgamuwa, Raththota to Illukumbura and Matale to Galewela were blocked from landslides. Five people had died in Raththota.A trunk road from Kandy to Matale was blocked at Akurana due to a flash flood with the military and police helping with relief.",Road Laggala to Wilgamuwa,25km,rain,medium,unknown,landslide,6.0,0.0,nan,nan,nan,glc,4662.0,Sri Lanka,LK,28571.0,1,0,0,0,0,0,1,0,1,0,1
"November 5, 2010  AFP  Floods and landslides killed seven people and left two others missing after heavy rains in the northern Philippines, rescuers said on Friday.  Scattered flooding over the past three days forced more than 3000 people from their homes in the northeastern part of the main island of Luzon, the National Disaster Risk Reduction and Management Council said in a report.  ...   a 75-year-old man, Leon Liagao, died after a mudslide hit his home in Tabuk town’s Bulanao village in Kalinga province.","Brookside(?), Bulanao village(?), Tabuk, Kalinga province, Luzon",25km,downpour,medium,unknown,landslide,1.0,0.0,nan,nan,nan,glc,2696.0,Philippines,PH,27048.0,1,0,1,0,0,0,1,0,1,0,1
